2021-04-08 11:54:29.714842 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715231 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715396 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715501 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715803 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715902 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715999 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716099 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716298 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716543 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716641 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716838 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716935 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.717031 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:55:45.168348 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.168516 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.168689 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.168858 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.169039 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.169207 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.169374 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.169552 CEST | Iteration                   40
2021-04-08 11:55:45.169720 CEST | AverageDiscountedReturn    633.844
2021-04-08 11:55:45.169883 CEST | AverageReturn              999.815
2021-04-08 11:55:45.170047 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.170220 CEST | NumTrajs                     4
2021-04-08 11:55:45.170388 CEST | Entropy                      1.26356
2021-04-08 11:55:45.170542 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.170681 CEST | StdReturn                    0.0382475
2021-04-08 11:55:45.170832 CEST | MaxReturn                  999.874
2021-04-08 11:55:45.171036 CEST | MinReturn                  999.768
2021-04-08 11:55:45.171318 CEST | Iteration                   40
2021-04-08 11:55:45.171485 CEST | AverageDiscountedReturn    633.856
2021-04-08 11:55:45.171626 CEST | AverageReturn              999.824
2021-04-08 11:55:45.171783 CEST | ExplainedVariance            1
2021-04-08 11:55:45.171949 CEST | NumTrajs                     4
2021-04-08 11:55:45.172114 CEST | Entropy                      1.26356
2021-04-08 11:55:45.172281 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.172450 CEST | StdReturn                    0.022667
2021-04-08 11:55:45.172617 CEST | MaxReturn                  999.858
2021-04-08 11:55:45.172781 CEST | MinReturn                  999.795
2021-04-08 11:55:45.172944 CEST | Iteration                   40
2021-04-08 11:55:45.173115 CEST | AverageDiscountedReturn    507.037
2021-04-08 11:55:45.173280 CEST | AverageReturn              799.796
2021-04-08 11:55:45.173453 CEST | ExplainedVariance            0.969552
2021-04-08 11:55:45.173615 CEST | NumTrajs                     5
2021-04-08 11:55:45.173776 CEST | Entropy                      1.26356
2021-04-08 11:55:45.173943 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.174116 CEST | StdReturn                  399.898
2021-04-08 11:55:45.174280 CEST | MaxReturn                  999.825
2021-04-08 11:55:45.174444 CEST | MinReturn                    0
2021-04-08 11:55:45.174609 CEST | Iteration                   40
2021-04-08 11:55:45.174782 CEST | AverageDiscountedReturn    633.83
2021-04-08 11:55:45.174958 CEST | AverageReturn              999.805
2021-04-08 11:55:45.175134 CEST | ExplainedVariance            0.990239
2021-04-08 11:55:45.175274 CEST | NumTrajs                     4
2021-04-08 11:55:45.175426 CEST | Entropy                      1.26356
2021-04-08 11:55:45.175572 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.175713 CEST | StdReturn                    0.0498237
2021-04-08 11:55:45.175854 CEST | MaxReturn                  999.837
2021-04-08 11:55:45.175996 CEST | MinReturn                  999.719
2021-04-08 11:55:45.176190 CEST | Iteration                   40
2021-04-08 11:55:45.176339 CEST | AverageDiscountedReturn    633.823
2021-04-08 11:55:45.176484 CEST | AverageReturn              999.77
2021-04-08 11:55:45.176622 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.176761 CEST | NumTrajs                     4
2021-04-08 11:55:45.176899 CEST | Entropy                      1.26356
2021-04-08 11:55:45.177045 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.177184 CEST | StdReturn                    0.0667827
2021-04-08 11:55:45.177331 CEST | MaxReturn                  999.843
2021-04-08 11:55:45.177479 CEST | MinReturn                  999.661
2021-04-08 11:55:45.177624 CEST | Iteration                   40
2021-04-08 11:55:45.177767 CEST | AverageDiscountedReturn    633.827
2021-04-08 11:55:45.177913 CEST | AverageReturn              999.793
2021-04-08 11:55:45.178065 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.178220 CEST | NumTrajs                     4
2021-04-08 11:55:45.178373 CEST | Entropy                      1.26356
2021-04-08 11:55:45.178519 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.178664 CEST | StdReturn                    0.0305485
2021-04-08 11:55:45.178799 CEST | MaxReturn                  999.832
2021-04-08 11:55:45.178939 CEST | MinReturn                  999.758
2021-04-08 11:55:45.179136 CEST | Iteration                   40
2021-04-08 11:55:45.179286 CEST | AverageDiscountedReturn    633.815
2021-04-08 11:55:45.179438 CEST | AverageReturn              999.76
2021-04-08 11:55:45.179576 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.179735 CEST | NumTrajs                     4
2021-04-08 11:55:45.179878 CEST | Entropy                      1.26356
2021-04-08 11:55:45.180015 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.180200 CEST | StdReturn                    0.0801019
2021-04-08 11:55:45.180342 CEST | MaxReturn                  999.847
2021-04-08 11:55:45.180484 CEST | MinReturn                  999.648
2021-04-08 11:55:45.180634 CEST | Iteration                   40
2021-04-08 11:55:45.180784 CEST | AverageDiscountedReturn    633.83
2021-04-08 11:55:45.180925 CEST | AverageReturn              999.787
2021-04-08 11:55:45.181077 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.181222 CEST | NumTrajs                     4
2021-04-08 11:55:45.181374 CEST | Entropy                      1.26356
2021-04-08 11:55:45.181572 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.181717 CEST | StdReturn                    0.0625411
2021-04-08 11:55:45.181850 CEST | MaxReturn                  999.856
2021-04-08 11:55:45.181984 CEST | MinReturn                  999.69
2021-04-08 11:55:45.182120 CEST | Iteration                   40
2021-04-08 11:55:45.182262 CEST | AverageDiscountedReturn    633.818
2021-04-08 11:55:45.182457 CEST | AverageReturn              999.774
2021-04-08 11:55:45.182603 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.182737 CEST | NumTrajs                     4
2021-04-08 11:55:45.182870 CEST | Entropy                      1.26356
2021-04-08 11:55:45.183003 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.183163 CEST | StdReturn                    0.0307938
2021-04-08 11:55:45.183299 CEST | MaxReturn                  999.828
2021-04-08 11:55:45.183428 CEST | MinReturn                  999.754
2021-04-08 11:55:45.183565 CEST | Iteration                   40
2021-04-08 11:55:45.183701 CEST | AverageDiscountedReturn    633.817
2021-04-08 11:55:45.183832 CEST | AverageReturn              999.776
2021-04-08 11:55:45.183961 CEST | ExplainedVariance            1
2021-04-08 11:55:45.184096 CEST | NumTrajs                     4
2021-04-08 11:55:45.184227 CEST | Entropy                      1.26356
2021-04-08 11:55:45.184367 CEST | Perplexity                   3.53799
2021-04-08 11:55:45.184507 CEST | StdReturn                    0.0521682
2021-04-08 11:55:45.184643 CEST | MaxReturn                  999.846
2021-04-08 11:55:45.184810 CEST | MinReturn                  999.703
2021-04-08 11:55:45.184950 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185082 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185218 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185358 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185489 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185626 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185766 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.185899 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.186031 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.186183 CEST | AveragePolicyStd             0.85609
2021-04-08 11:55:45.186343 CEST | TransfBits               40384
2021-04-08 11:55:45.186476 CEST | -----------------------  --------------
2021-04-08 11:55:46.717183 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.717896 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.718929 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.719453 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.720410 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.720864 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.721726 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.722172 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.723039 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.723531 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.724373 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.724795 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.726094 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.726742 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.727704 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.728137 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.729167 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.729865 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:46.730731 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitting baseline...
2021-04-08 11:55:46.731205 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #41 | fitted
2021-04-08 11:55:48.538628 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.539287 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.540385 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.540928 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.541951 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.542450 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.543461 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.544113 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.545473 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.546376 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.548192 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.549156 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.550319 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.550874 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.551957 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.552566 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.553687 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.554226 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:48.555301 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitting baseline...
2021-04-08 11:55:48.555823 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #42 | fitted
2021-04-08 11:55:50.156860 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.157512 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.158688 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.159318 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.160337 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.160827 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.161781 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.162267 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.163257 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.163699 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.164640 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.165085 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.166006 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.166453 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.167383 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.167848 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.168779 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.169225 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:50.170209 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitting baseline...
2021-04-08 11:55:50.170677 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #43 | fitted
2021-04-08 11:55:51.645932 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.646484 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.647430 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.647915 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.648854 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.649335 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.650246 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.650689 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.651658 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.652107 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.653011 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.653464 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.654395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.654853 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.655793 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.656260 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
2021-04-08 11:55:51.657338 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitting baseline...
2021-04-08 11:55:51.657991 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #44 | fitted
