2021-04-09 09:47:12.017893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018180 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018325 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018457 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018590 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018719 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018850 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018975 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019102 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019222 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019346 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019469 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019593 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019717 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019841 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019965 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020089 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020214 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020340 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020460 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:48:20.889032 CEST | ExplainedVariance            -0.0484378
2021-04-09 09:48:20.889217 CEST | NumTrajs                     44
2021-04-09 09:48:20.889418 CEST | Entropy                       1.36954
2021-04-09 09:48:20.889661 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.889893 CEST | StdReturn                    65.2152
2021-04-09 09:48:20.890109 CEST | MaxReturn                   319.88
2021-04-09 09:48:20.890306 CEST | MinReturn                     0
2021-04-09 09:48:20.890493 CEST | Iteration                    36
2021-04-09 09:48:20.890686 CEST | AverageDiscountedReturn      65.4199
2021-04-09 09:48:20.890880 CEST | AverageReturn                69.3695
2021-04-09 09:48:20.891079 CEST | ExplainedVariance            -0.210621
2021-04-09 09:48:20.891269 CEST | NumTrajs                     51
2021-04-09 09:48:20.891455 CEST | Entropy                       1.36954
2021-04-09 09:48:20.891639 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.891837 CEST | StdReturn                    65.3957
2021-04-09 09:48:20.892028 CEST | MaxReturn                   359.856
2021-04-09 09:48:20.892219 CEST | MinReturn                     0
2021-04-09 09:48:20.892403 CEST | Iteration                    36
2021-04-09 09:48:20.892594 CEST | AverageDiscountedReturn      77.4675
2021-04-09 09:48:20.892782 CEST | AverageReturn                82.172
2021-04-09 09:48:20.892975 CEST | ExplainedVariance            -0.112127
2021-04-09 09:48:20.893165 CEST | NumTrajs                     45
2021-04-09 09:48:20.893354 CEST | Entropy                       1.36954
2021-04-09 09:48:20.893545 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.893735 CEST | StdReturn                    63.0698
2021-04-09 09:48:20.893941 CEST | MaxReturn                   279.843
2021-04-09 09:48:20.894128 CEST | MinReturn                     9.98021
2021-04-09 09:48:20.894317 CEST | Iteration                    36
2021-04-09 09:48:20.894507 CEST | AverageDiscountedReturn      79.6591
2021-04-09 09:48:20.894686 CEST | AverageReturn                84.1369
2021-04-09 09:48:20.894871 CEST | ExplainedVariance             0.202738
2021-04-09 09:48:20.895058 CEST | NumTrajs                     43
2021-04-09 09:48:20.895284 CEST | Entropy                       1.36954
2021-04-09 09:48:20.895468 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.895653 CEST | StdReturn                    55.9812
2021-04-09 09:48:20.895837 CEST | MaxReturn                   249.951
2021-04-09 09:48:20.896018 CEST | MinReturn                     9.98563
2021-04-09 09:48:20.896207 CEST | Iteration                    36
2021-04-09 09:48:20.896390 CEST | AverageDiscountedReturn      59.9931
2021-04-09 09:48:20.896577 CEST | AverageReturn                63.2255
2021-04-09 09:48:20.896762 CEST | ExplainedVariance            -4.94482
2021-04-09 09:48:20.896964 CEST | NumTrajs                     55
2021-04-09 09:48:20.897134 CEST | Entropy                       1.36954
2021-04-09 09:48:20.897293 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.897450 CEST | StdReturn                    58.6762
2021-04-09 09:48:20.897607 CEST | MaxReturn                   319.698
2021-04-09 09:48:20.897758 CEST | MinReturn                     9.98146
2021-04-09 09:48:20.897930 CEST | Iteration                    36
2021-04-09 09:48:20.898087 CEST | AverageDiscountedReturn      64.9751
2021-04-09 09:48:20.898243 CEST | AverageReturn                68.2278
2021-04-09 09:48:20.898401 CEST | ExplainedVariance             0.188419
2021-04-09 09:48:20.898559 CEST | NumTrajs                     52
2021-04-09 09:48:20.898707 CEST | Entropy                       1.36954
2021-04-09 09:48:20.898868 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.899028 CEST | StdReturn                    53.4969
2021-04-09 09:48:20.899179 CEST | MaxReturn                   289.794
2021-04-09 09:48:20.899338 CEST | MinReturn                     9.98036
2021-04-09 09:48:20.899495 CEST | Iteration                    36
2021-04-09 09:48:20.899655 CEST | AverageDiscountedReturn      61.5435
2021-04-09 09:48:20.899809 CEST | AverageReturn                64.4002
2021-04-09 09:48:20.900011 CEST | ExplainedVariance             0.0714067
2021-04-09 09:48:20.900175 CEST | NumTrajs                     54
2021-04-09 09:48:20.900337 CEST | Entropy                       1.36954
2021-04-09 09:48:20.900508 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.900665 CEST | StdReturn                    49.4062
2021-04-09 09:48:20.900822 CEST | MaxReturn                   229.917
2021-04-09 09:48:20.900979 CEST | MinReturn                     0
2021-04-09 09:48:20.901138 CEST | Iteration                    36
2021-04-09 09:48:20.901294 CEST | AverageDiscountedReturn      55.8821
2021-04-09 09:48:20.901452 CEST | AverageReturn                58.0958
2021-04-09 09:48:20.901608 CEST | ExplainedVariance             0.173793
2021-04-09 09:48:20.901766 CEST | NumTrajs                     59
2021-04-09 09:48:20.901968 CEST | Entropy                       1.36954
2021-04-09 09:48:20.902130 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.902286 CEST | StdReturn                    42.1832
2021-04-09 09:48:20.902440 CEST | MaxReturn                   199.837
2021-04-09 09:48:20.902596 CEST | MinReturn                     0
2021-04-09 09:48:20.902755 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.902908 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903076 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903234 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903391 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903547 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903703 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.903857 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.904010 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.904170 CEST | AveragePolicyStd              0.9518
2021-04-09 09:48:20.904364 CEST | Iteration                    37
2021-04-09 09:48:20.904598 CEST | AverageDiscountedReturn      78.4288
2021-04-09 09:48:20.904766 CEST | AverageReturn                83.205
2021-04-09 09:48:20.904914 CEST | ExplainedVariance             0.0887198
2021-04-09 09:48:20.905067 CEST | NumTrajs                     43
2021-04-09 09:48:20.905224 CEST | Entropy                       1.36492
2021-04-09 09:48:20.905378 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.905528 CEST | StdReturn                    63.1003
2021-04-09 09:48:20.905683 CEST | MaxReturn                   309.918
2021-04-09 09:48:20.905836 CEST | MinReturn                     9.9797
2021-04-09 09:48:20.906032 CEST | Iteration                    37
2021-04-09 09:48:20.906188 CEST | AverageDiscountedReturn      74.9864
2021-04-09 09:48:20.906342 CEST | AverageReturn                79.5162
2021-04-09 09:48:20.906495 CEST | ExplainedVariance            -0.0431456
2021-04-09 09:48:20.906651 CEST | NumTrajs                     46
2021-04-09 09:48:20.906812 CEST | Entropy                       1.36492
2021-04-09 09:48:20.906968 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.907166 CEST | StdReturn                    63.5936
2021-04-09 09:48:20.907323 CEST | MaxReturn                   299.854
2021-04-09 09:48:20.907473 CEST | MinReturn                     9.98319
2021-04-09 09:48:20.907633 CEST | Iteration                    37
2021-04-09 09:48:20.907789 CEST | AverageDiscountedReturn      64.8672
2021-04-09 09:48:20.907945 CEST | AverageReturn                68.7786
2021-04-09 09:48:20.908108 CEST | ExplainedVariance            -0.390937
2021-04-09 09:48:20.908313 CEST | NumTrajs                     51
2021-04-09 09:48:20.908553 CEST | Entropy                       1.36492
2021-04-09 09:48:20.908755 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.908942 CEST | StdReturn                    66.0894
2021-04-09 09:48:20.909124 CEST | MaxReturn                   429.826
2021-04-09 09:48:20.909295 CEST | MinReturn                     9.98476
2021-04-09 09:48:20.909475 CEST | Iteration                    37
2021-04-09 09:48:20.909669 CEST | AverageDiscountedReturn      80.1417
2021-04-09 09:48:20.909877 CEST | AverageReturn                85.6585
2021-04-09 09:48:20.910076 CEST | ExplainedVariance            -0.200406
2021-04-09 09:48:20.910333 CEST | NumTrajs                     42
2021-04-09 09:48:20.910550 CEST | Entropy                       1.36492
2021-04-09 09:48:20.910733 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.910923 CEST | StdReturn                    72.3091
2021-04-09 09:48:20.911078 CEST | MaxReturn                   309.865
2021-04-09 09:48:20.911237 CEST | MinReturn                     9.9844
2021-04-09 09:48:20.911409 CEST | Iteration                    37
2021-04-09 09:48:20.911612 CEST | AverageDiscountedReturn      62.7699
2021-04-09 09:48:20.911790 CEST | AverageReturn                65.5137
2021-04-09 09:48:20.911966 CEST | ExplainedVariance             0.0976279
2021-04-09 09:48:20.912140 CEST | NumTrajs                     54
2021-04-09 09:48:20.912319 CEST | Entropy                       1.36492
2021-04-09 09:48:20.912493 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.912679 CEST | StdReturn                    45.3459
2021-04-09 09:48:20.912856 CEST | MaxReturn                   219.893
2021-04-09 09:48:20.913034 CEST | MinReturn                     9.98476
2021-04-09 09:48:20.913212 CEST | Iteration                    37
2021-04-09 09:48:20.913384 CEST | AverageDiscountedReturn      71.7908
2021-04-09 09:48:20.913563 CEST | AverageReturn                75.4799
2021-04-09 09:48:20.913738 CEST | ExplainedVariance            -0.0501279
2021-04-09 09:48:20.913957 CEST | NumTrajs                     47
2021-04-09 09:48:20.914132 CEST | Entropy                       1.36492
2021-04-09 09:48:20.914321 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.914519 CEST | StdReturn                    52.5121
2021-04-09 09:48:20.914699 CEST | MaxReturn                   239.824
2021-04-09 09:48:20.914875 CEST | MinReturn                     9.98414
2021-04-09 09:48:20.915048 CEST | Iteration                    37
2021-04-09 09:48:20.915223 CEST | AverageDiscountedReturn      79.2844
2021-04-09 09:48:20.915408 CEST | AverageReturn                84.8362
2021-04-09 09:48:20.915591 CEST | ExplainedVariance            -0.132677
2021-04-09 09:48:20.915769 CEST | NumTrajs                     43
2021-04-09 09:48:20.915950 CEST | Entropy                       1.36492
2021-04-09 09:48:20.916130 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.916327 CEST | StdReturn                    73.9741
2021-04-09 09:48:20.916548 CEST | MaxReturn                   339.943
2021-04-09 09:48:20.916730 CEST | MinReturn                     9.98039
2021-04-09 09:48:20.916918 CEST | Iteration                    37
2021-04-09 09:48:20.917121 CEST | AverageDiscountedReturn      61.9379
2021-04-09 09:48:20.917301 CEST | AverageReturn                65.4284
2021-04-09 09:48:20.917500 CEST | ExplainedVariance             0.150301
2021-04-09 09:48:20.917679 CEST | NumTrajs                     53
2021-04-09 09:48:20.917853 CEST | Entropy                       1.36492
2021-04-09 09:48:20.918063 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.918245 CEST | StdReturn                    61.7845
2021-04-09 09:48:20.918427 CEST | MaxReturn                   379.847
2021-04-09 09:48:20.918607 CEST | MinReturn                     9.98002
2021-04-09 09:48:20.918785 CEST | Iteration                    37
2021-04-09 09:48:20.918960 CEST | AverageDiscountedReturn      74.8062
2021-04-09 09:48:20.919143 CEST | AverageReturn                78.6769
2021-04-09 09:48:20.919321 CEST | ExplainedVariance            -0.0826926
2021-04-09 09:48:20.919499 CEST | NumTrajs                     47
2021-04-09 09:48:20.919722 CEST | Entropy                       1.36492
2021-04-09 09:48:20.919918 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.920085 CEST | StdReturn                    51.3255
2021-04-09 09:48:20.920259 CEST | MaxReturn                   179.953
2021-04-09 09:48:20.920440 CEST | MinReturn                     0
2021-04-09 09:48:20.920617 CEST | Iteration                    37
2021-04-09 09:48:20.920801 CEST | AverageDiscountedReturn      61.7352
2021-04-09 09:48:20.920980 CEST | AverageReturn                65.142
2021-04-09 09:48:20.921175 CEST | ExplainedVariance            -0.329594
2021-04-09 09:48:20.921368 CEST | NumTrajs                     54
2021-04-09 09:48:20.921554 CEST | Entropy                       1.36492
2021-04-09 09:48:20.921735 CEST | Perplexity                    3.91542
2021-04-09 09:48:20.921956 CEST | StdReturn                    59.9606
2021-04-09 09:48:20.922141 CEST | MaxReturn                   309.84
2021-04-09 09:48:20.922321 CEST | MinReturn                     0
2021-04-09 09:48:20.922505 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.922686 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.922863 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923049 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923225 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923406 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923592 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923772 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.923951 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.924135 CEST | AveragePolicyStd              0.947418
2021-04-09 09:48:20.924316 CEST | Iteration                    38
2021-04-09 09:48:20.924499 CEST | AverageDiscountedReturn      77.6636
2021-04-09 09:48:20.924684 CEST | AverageReturn                84.8302
2021-04-09 09:48:20.924865 CEST | ExplainedVariance            -0.0910031
2021-04-09 09:48:20.925041 CEST | NumTrajs                     43
2021-04-09 09:48:20.925221 CEST | Entropy                       1.35798
2021-04-09 09:48:20.925395 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.925571 CEST | StdReturn                    97.2305
2021-04-09 09:48:20.925747 CEST | MaxReturn                   449.822
2021-04-09 09:48:20.925950 CEST | MinReturn                     0
2021-04-09 09:48:20.926136 CEST | Iteration                    38
2021-04-09 09:48:20.926325 CEST | AverageDiscountedReturn      63.6368
2021-04-09 09:48:20.926506 CEST | AverageReturn                66.6217
2021-04-09 09:48:20.926676 CEST | ExplainedVariance            -0.311523
2021-04-09 09:48:20.926858 CEST | NumTrajs                     54
2021-04-09 09:48:20.927042 CEST | Entropy                       1.35798
2021-04-09 09:48:20.927260 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.927463 CEST | StdReturn                    49.1881
2021-04-09 09:48:20.927641 CEST | MaxReturn                   189.847
2021-04-09 09:48:20.927821 CEST | MinReturn                     9.98005
2021-04-09 09:48:20.927999 CEST | Iteration                    38
2021-04-09 09:48:20.928184 CEST | AverageDiscountedReturn      71.1938
2021-04-09 09:48:20.928367 CEST | AverageReturn                74.957
2021-04-09 09:48:20.928546 CEST | ExplainedVariance             0.189584
2021-04-09 09:48:20.928728 CEST | NumTrajs                     48
2021-04-09 09:48:20.928913 CEST | Entropy                       1.35798
2021-04-09 09:48:20.929101 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.929291 CEST | StdReturn                    54.7892
2021-04-09 09:48:20.929490 CEST | MaxReturn                   279.888
2021-04-09 09:48:20.929683 CEST | MinReturn                     9.9815
2021-04-09 09:48:20.929889 CEST | Iteration                    38
2021-04-09 09:48:20.930065 CEST | AverageDiscountedReturn      70.8931
2021-04-09 09:48:20.930242 CEST | AverageReturn                74.7423
2021-04-09 09:48:20.930426 CEST | ExplainedVariance            -0.611306
2021-04-09 09:48:20.930609 CEST | NumTrajs                     48
2021-04-09 09:48:20.930784 CEST | Entropy                       1.35798
2021-04-09 09:48:20.930962 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.931142 CEST | StdReturn                    56.7537
2021-04-09 09:48:20.931321 CEST | MaxReturn                   279.779
2021-04-09 09:48:20.931506 CEST | MinReturn                     9.97924
2021-04-09 09:48:20.931680 CEST | Iteration                    38
2021-04-09 09:48:20.931868 CEST | AverageDiscountedReturn      85.4397
2021-04-09 09:48:20.932055 CEST | AverageReturn                91.1939
2021-04-09 09:48:20.932239 CEST | ExplainedVariance             0.0257609
2021-04-09 09:48:20.932414 CEST | NumTrajs                     40
2021-04-09 09:48:20.932586 CEST | Entropy                       1.35798
2021-04-09 09:48:20.932771 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.932949 CEST | StdReturn                    69.3964
2021-04-09 09:48:20.933140 CEST | MaxReturn                   369.783
2021-04-09 09:48:20.933363 CEST | MinReturn                     9.98003
2021-04-09 09:48:20.933547 CEST | Iteration                    38
2021-04-09 09:48:20.933735 CEST | AverageDiscountedReturn      57.7188
2021-04-09 09:48:20.933950 CEST | AverageReturn                61.0175
2021-04-09 09:48:20.934141 CEST | ExplainedVariance            -0.0506297
2021-04-09 09:48:20.934319 CEST | NumTrajs                     57
2021-04-09 09:48:20.934513 CEST | Entropy                       1.35798
2021-04-09 09:48:20.934708 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.934889 CEST | StdReturn                    62.572
2021-04-09 09:48:20.935065 CEST | MaxReturn                   369.804
2021-04-09 09:48:20.935266 CEST | MinReturn                     0
2021-04-09 09:48:20.935447 CEST | Iteration                    38
2021-04-09 09:48:20.935638 CEST | AverageDiscountedReturn      71.2804
2021-04-09 09:48:20.935828 CEST | AverageReturn                75.4608
2021-04-09 09:48:20.936010 CEST | ExplainedVariance            -0.176998
2021-04-09 09:48:20.936194 CEST | NumTrajs                     49
2021-04-09 09:48:20.936374 CEST | Entropy                       1.35798
2021-04-09 09:48:20.936559 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.936744 CEST | StdReturn                    61.9493
2021-04-09 09:48:20.936929 CEST | MaxReturn                   239.896
2021-04-09 09:48:20.937119 CEST | MinReturn                     9.98116
2021-04-09 09:48:20.937346 CEST | Iteration                    38
2021-04-09 09:48:20.937549 CEST | AverageDiscountedReturn      68.9459
2021-04-09 09:48:20.937732 CEST | AverageReturn                72.6054
2021-04-09 09:48:20.937930 CEST | ExplainedVariance             0.0724362
2021-04-09 09:48:20.938131 CEST | NumTrajs                     49
2021-04-09 09:48:20.938316 CEST | Entropy                       1.35798
2021-04-09 09:48:20.938505 CEST | Perplexity                    3.88835
2021-04-09 09:48:20.938694 CEST | StdReturn                    56.129
2021-04-09 09:48:20.938883 CEST | MaxReturn                   329.734
2021-04-09 09:48:20.939072 CEST | MinReturn                     0
2021-04-09 09:48:20.939257 CEST | Iteration                    38
2021-04-09 09:48:20.939444 CEST | AverageDiscountedReturn      59.3537
