2021-04-08 16:01:16.246977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247283 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247539 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247661 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247788 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247908 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248293 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248427 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248797 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248914 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249030 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249147 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249405 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249531 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:02:40.677765 CEST | ExplainedVariance             0.98292
2021-04-08 16:02:40.677934 CEST | NumTrajs                      4
2021-04-08 16:02:40.678074 CEST | Entropy                       1.40233
2021-04-08 16:02:40.678201 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.678332 CEST | StdReturn                     0.190694
2021-04-08 16:02:40.678481 CEST | MaxReturn                   999.718
2021-04-08 16:02:40.678616 CEST | MinReturn                   999.255
2021-04-08 16:02:40.678746 CEST | Iteration                    47
2021-04-08 16:02:40.678877 CEST | AverageDiscountedReturn     633.715
2021-04-08 16:02:40.679015 CEST | AverageReturn               999.582
2021-04-08 16:02:40.679193 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.679338 CEST | NumTrajs                      4
2021-04-08 16:02:40.679471 CEST | Entropy                       1.40233
2021-04-08 16:02:40.679601 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.679734 CEST | StdReturn                     0.113119
2021-04-08 16:02:40.679862 CEST | MaxReturn                   999.733
2021-04-08 16:02:40.679987 CEST | MinReturn                   999.448
2021-04-08 16:02:40.680118 CEST | Iteration                    47
2021-04-08 16:02:40.680250 CEST | AverageDiscountedReturn     633.655
2021-04-08 16:02:40.680381 CEST | AverageReturn               999.522
2021-04-08 16:02:40.680505 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.680636 CEST | NumTrajs                      4
2021-04-08 16:02:40.680770 CEST | Entropy                       1.40233
2021-04-08 16:02:40.680900 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.681025 CEST | StdReturn                     0.0876279
2021-04-08 16:02:40.681154 CEST | MaxReturn                   999.644
2021-04-08 16:02:40.681287 CEST | MinReturn                   999.425
2021-04-08 16:02:40.681423 CEST | Iteration                    47
2021-04-08 16:02:40.681545 CEST | AverageDiscountedReturn     595.301
2021-04-08 16:02:40.681677 CEST | AverageReturn               915.675
2021-04-08 16:02:40.681805 CEST | ExplainedVariance             0.75695
2021-04-08 16:02:40.681940 CEST | NumTrajs                      5
2021-04-08 16:02:40.682068 CEST | Entropy                       1.40233
2021-04-08 16:02:40.682216 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.682349 CEST | StdReturn                   168.077
2021-04-08 16:02:40.682468 CEST | MaxReturn                   999.748
2021-04-08 16:02:40.682641 CEST | MinReturn                   579.52
2021-04-08 16:02:40.682786 CEST | Iteration                    47
2021-04-08 16:02:40.682915 CEST | AverageDiscountedReturn     558.58
2021-04-08 16:02:40.683043 CEST | AverageReturn               843.546
2021-04-08 16:02:40.683187 CEST | ExplainedVariance             0.515741
2021-04-08 16:02:40.683315 CEST | NumTrajs                      5
2021-04-08 16:02:40.683451 CEST | Entropy                       1.40233
2021-04-08 16:02:40.683583 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.683706 CEST | StdReturn                   232.644
2021-04-08 16:02:40.683827 CEST | MaxReturn                   999.686
2021-04-08 16:02:40.683954 CEST | MinReturn                   399.613
2021-04-08 16:02:40.684085 CEST | Iteration                    47
2021-04-08 16:02:40.684214 CEST | AverageDiscountedReturn     534.207
2021-04-08 16:02:40.684344 CEST | AverageReturn               827.675
2021-04-08 16:02:40.684473 CEST | ExplainedVariance             0.716927
2021-04-08 16:02:40.684655 CEST | NumTrajs                      5
2021-04-08 16:02:40.684776 CEST | Entropy                       1.40233
2021-04-08 16:02:40.684898 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.685024 CEST | StdReturn                   338.928
2021-04-08 16:02:40.685143 CEST | MaxReturn                   999.753
2021-04-08 16:02:40.685268 CEST | MinReturn                   149.866
2021-04-08 16:02:40.685394 CEST | Iteration                    47
2021-04-08 16:02:40.685522 CEST | AverageDiscountedReturn     466.203
2021-04-08 16:02:40.685647 CEST | AverageReturn               713.059
2021-04-08 16:02:40.685774 CEST | ExplainedVariance             0.672998
2021-04-08 16:02:40.685897 CEST | NumTrajs                      6
2021-04-08 16:02:40.686023 CEST | Entropy                       1.40233
2021-04-08 16:02:40.686151 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.686272 CEST | StdReturn                   405.329
2021-04-08 16:02:40.686399 CEST | MaxReturn                   999.779
2021-04-08 16:02:40.686519 CEST | MinReturn                   129.91
2021-04-08 16:02:40.686652 CEST | Iteration                    47
2021-04-08 16:02:40.686782 CEST | AverageDiscountedReturn     633.731
2021-04-08 16:02:40.686905 CEST | AverageReturn               999.586
2021-04-08 16:02:40.687035 CEST | ExplainedVariance             0.674389
2021-04-08 16:02:40.687191 CEST | NumTrajs                      4
2021-04-08 16:02:40.687333 CEST | Entropy                       1.40233
2021-04-08 16:02:40.687467 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.687587 CEST | StdReturn                     0.100316
2021-04-08 16:02:40.687720 CEST | MaxReturn                   999.696
2021-04-08 16:02:40.687853 CEST | MinReturn                   999.462
2021-04-08 16:02:40.687973 CEST | Iteration                    47
2021-04-08 16:02:40.688102 CEST | AverageDiscountedReturn     424.142
2021-04-08 16:02:40.688224 CEST | AverageReturn               668.066
2021-04-08 16:02:40.688362 CEST | ExplainedVariance             0.912192
2021-04-08 16:02:40.688487 CEST | NumTrajs                      6
2021-04-08 16:02:40.688616 CEST | Entropy                       1.40233
2021-04-08 16:02:40.688756 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.688883 CEST | StdReturn                   468.874
2021-04-08 16:02:40.689013 CEST | MaxReturn                   999.79
2021-04-08 16:02:40.689143 CEST | MinReturn                     0
2021-04-08 16:02:40.689274 CEST | Iteration                    47
2021-04-08 16:02:40.689401 CEST | AverageDiscountedReturn     452.195
2021-04-08 16:02:40.689533 CEST | AverageReturn               698.089
2021-04-08 16:02:40.689666 CEST | ExplainedVariance             0.655446
2021-04-08 16:02:40.689807 CEST | NumTrajs                      6
2021-04-08 16:02:40.689936 CEST | Entropy                       1.40233
2021-04-08 16:02:40.690071 CEST | Perplexity                    4.06466
2021-04-08 16:02:40.690202 CEST | StdReturn                   428.169
2021-04-08 16:02:40.690332 CEST | MaxReturn                   999.798
2021-04-08 16:02:40.690461 CEST | MinReturn                    29.9435
2021-04-08 16:02:40.690592 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.690726 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.690852 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.690983 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691142 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691279 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691404 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691536 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691664 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691794 CEST | AveragePolicyStd              0.983528
2021-04-08 16:02:40.691929 CEST | Iteration                    48
2021-04-08 16:02:40.692057 CEST | AverageDiscountedReturn     506.972
2021-04-08 16:02:40.692186 CEST | AverageReturn               799.687
2021-04-08 16:02:40.692312 CEST | ExplainedVariance             0.750653
2021-04-08 16:02:40.692443 CEST | NumTrajs                      5
2021-04-08 16:02:40.692569 CEST | Entropy                       1.39934
2021-04-08 16:02:40.692691 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.692820 CEST | StdReturn                   399.844
2021-04-08 16:02:40.692947 CEST | MaxReturn                   999.711
2021-04-08 16:02:40.693077 CEST | MinReturn                     0
2021-04-08 16:02:40.693207 CEST | Iteration                    48
2021-04-08 16:02:40.693336 CEST | AverageDiscountedReturn     633.68
2021-04-08 16:02:40.693473 CEST | AverageReturn               999.551
2021-04-08 16:02:40.693607 CEST | ExplainedVariance             0.9984
2021-04-08 16:02:40.693735 CEST | NumTrajs                      4
2021-04-08 16:02:40.693871 CEST | Entropy                       1.39934
2021-04-08 16:02:40.693997 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.694119 CEST | StdReturn                     0.133934
2021-04-08 16:02:40.694246 CEST | MaxReturn                   999.687
2021-04-08 16:02:40.694377 CEST | MinReturn                   999.374
2021-04-08 16:02:40.694501 CEST | Iteration                    48
2021-04-08 16:02:40.694632 CEST | AverageDiscountedReturn     633.762
2021-04-08 16:02:40.694761 CEST | AverageReturn               999.675
2021-04-08 16:02:40.694892 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.695020 CEST | NumTrajs                      4
2021-04-08 16:02:40.695174 CEST | Entropy                       1.39934
2021-04-08 16:02:40.695287 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.695397 CEST | StdReturn                     0.0352868
2021-04-08 16:02:40.695510 CEST | MaxReturn                   999.71
2021-04-08 16:02:40.695617 CEST | MinReturn                   999.622
2021-04-08 16:02:40.695728 CEST | Iteration                    48
2021-04-08 16:02:40.695836 CEST | AverageDiscountedReturn     633.741
2021-04-08 16:02:40.695958 CEST | AverageReturn               999.612
2021-04-08 16:02:40.696073 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.696188 CEST | NumTrajs                      4
2021-04-08 16:02:40.696303 CEST | Entropy                       1.39934
2021-04-08 16:02:40.696414 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.696533 CEST | StdReturn                     0.0907835
2021-04-08 16:02:40.696641 CEST | MaxReturn                   999.731
2021-04-08 16:02:40.696755 CEST | MinReturn                   999.478
2021-04-08 16:02:40.696865 CEST | Iteration                    48
2021-04-08 16:02:40.696978 CEST | AverageDiscountedReturn     469.411
2021-04-08 16:02:40.697089 CEST | AverageReturn               721.228
2021-04-08 16:02:40.697207 CEST | ExplainedVariance             0.608149
2021-04-08 16:02:40.697322 CEST | NumTrajs                      6
2021-04-08 16:02:40.697433 CEST | Entropy                       1.39934
2021-04-08 16:02:40.697542 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.697652 CEST | StdReturn                   404.74
2021-04-08 16:02:40.697765 CEST | MaxReturn                   999.629
2021-04-08 16:02:40.697883 CEST | MinReturn                     0
2021-04-08 16:02:40.698004 CEST | Iteration                    48
2021-04-08 16:02:40.698113 CEST | AverageDiscountedReturn     633.754
2021-04-08 16:02:40.698227 CEST | AverageReturn               999.646
2021-04-08 16:02:40.698336 CEST | ExplainedVariance             0.94646
2021-04-08 16:02:40.698458 CEST | NumTrajs                      4
2021-04-08 16:02:40.698572 CEST | Entropy                       1.39934
2021-04-08 16:02:40.698686 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.698805 CEST | StdReturn                     0.148729
2021-04-08 16:02:40.698915 CEST | MaxReturn                   999.818
2021-04-08 16:02:40.699028 CEST | MinReturn                   999.426
2021-04-08 16:02:40.699164 CEST | Iteration                    48
2021-04-08 16:02:40.699275 CEST | AverageDiscountedReturn     633.742
2021-04-08 16:02:40.699387 CEST | AverageReturn               999.613
2021-04-08 16:02:40.699496 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.699612 CEST | NumTrajs                      4
2021-04-08 16:02:40.699725 CEST | Entropy                       1.39934
2021-04-08 16:02:40.699836 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.699948 CEST | StdReturn                     0.179906
2021-04-08 16:02:40.700067 CEST | MaxReturn                   999.765
2021-04-08 16:02:40.700188 CEST | MinReturn                   999.319
2021-04-08 16:02:40.700302 CEST | Iteration                    48
2021-04-08 16:02:40.700413 CEST | AverageDiscountedReturn     633.803
2021-04-08 16:02:40.700527 CEST | AverageReturn               999.736
2021-04-08 16:02:40.700637 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.700758 CEST | NumTrajs                      4
2021-04-08 16:02:40.700869 CEST | Entropy                       1.39934
2021-04-08 16:02:40.700982 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.701101 CEST | StdReturn                     0.0248649
2021-04-08 16:02:40.701249 CEST | MaxReturn                   999.767
2021-04-08 16:02:40.701363 CEST | MinReturn                   999.707
2021-04-08 16:02:40.701481 CEST | Iteration                    48
2021-04-08 16:02:40.701599 CEST | AverageDiscountedReturn     601.825
2021-04-08 16:02:40.701717 CEST | AverageReturn               927.634
2021-04-08 16:02:40.701829 CEST | ExplainedVariance             0.804756
2021-04-08 16:02:40.701944 CEST | NumTrajs                      5
2021-04-08 16:02:40.702052 CEST | Entropy                       1.39934
2021-04-08 16:02:40.702165 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.702275 CEST | StdReturn                   143.961
2021-04-08 16:02:40.702392 CEST | MaxReturn                   999.696
2021-04-08 16:02:40.702505 CEST | MinReturn                   639.712
2021-04-08 16:02:40.702619 CEST | Iteration                    48
2021-04-08 16:02:40.702727 CEST | AverageDiscountedReturn     633.661
2021-04-08 16:02:40.702839 CEST | AverageReturn               999.534
2021-04-08 16:02:40.702949 CEST | ExplainedVariance             0.941764
2021-04-08 16:02:40.703062 CEST | NumTrajs                      4
2021-04-08 16:02:40.703199 CEST | Entropy                       1.39934
2021-04-08 16:02:40.703309 CEST | Perplexity                    4.05251
2021-04-08 16:02:40.703418 CEST | StdReturn                     0.131572
2021-04-08 16:02:40.703529 CEST | MaxReturn                   999.749
2021-04-08 16:02:40.703647 CEST | MinReturn                   999.391
2021-04-08 16:02:40.703761 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.703877 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.703996 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704109 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704228 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704339 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704448 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704567 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704676 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704785 CEST | AveragePolicyStd              0.980588
2021-04-08 16:02:40.704894 CEST | Iteration                    49
2021-04-08 16:02:40.705013 CEST | AverageDiscountedReturn     633.808
2021-04-08 16:02:40.705124 CEST | AverageReturn               999.732
2021-04-08 16:02:40.705242 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.705349 CEST | NumTrajs                      4
2021-04-08 16:02:40.705461 CEST | Entropy                       1.39597
2021-04-08 16:02:40.705580 CEST | Perplexity                    4.03889
2021-04-08 16:02:40.705697 CEST | StdReturn                     0.0619883
2021-04-08 16:02:40.705809 CEST | MaxReturn                   999.839
2021-04-08 16:02:40.705928 CEST | MinReturn                   999.688
2021-04-08 16:02:40.706039 CEST | Iteration                    49
2021-04-08 16:02:40.706152 CEST | AverageDiscountedReturn     633.718
2021-04-08 16:02:40.706266 CEST | AverageReturn               999.59
2021-04-08 16:02:40.706375 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.706487 CEST | NumTrajs                      4
2021-04-08 16:02:40.706598 CEST | Entropy                       1.39597
2021-04-08 16:02:40.706707 CEST | Perplexity                    4.03889
2021-04-08 16:02:40.706822 CEST | StdReturn                     0.12101
2021-04-08 16:02:40.706942 CEST | MaxReturn                   999.762
2021-04-08 16:02:40.707051 CEST | MinReturn                   999.464
2021-04-08 16:02:40.707177 CEST | Iteration                    49
2021-04-08 16:02:40.707288 CEST | AverageDiscountedReturn     633.718
2021-04-08 16:02:40.707397 CEST | AverageReturn               999.603
2021-04-08 16:02:40.707514 CEST | ExplainedVariance             0.999999
2021-04-08 16:02:40.707625 CEST | NumTrajs                      4
2021-04-08 16:02:40.707738 CEST | Entropy                       1.39597
2021-04-08 16:02:40.707853 CEST | Perplexity                    4.03889
