2021-04-08 10:49:00.347166 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.347606 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.347864 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348103 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348340 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348569 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348798 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349026 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349252 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349477 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349700 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349927 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350154 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350377 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350602 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350826 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351053 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351328 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351555 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351783 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:50:10.087669 CEST | Iteration                   39
2021-04-08 10:50:10.087827 CEST | AverageDiscountedReturn    594.55
2021-04-08 10:50:10.087983 CEST | AverageReturn              905.807
2021-04-08 10:50:10.088139 CEST | ExplainedVariance            0.928516
2021-04-08 10:50:10.088300 CEST | NumTrajs                     5
2021-04-08 10:50:10.088453 CEST | Entropy                      1.26839
2021-04-08 10:50:10.088641 CEST | Perplexity                   3.55512
2021-04-08 10:50:10.088810 CEST | StdReturn                  120.32
2021-04-08 10:50:10.088960 CEST | MaxReturn                  999.854
2021-04-08 10:50:10.089114 CEST | MinReturn                  709.699
2021-04-08 10:50:10.089279 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.089432 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.089590 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.089753 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.089916 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090078 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090229 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090381 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090532 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090693 CEST | AveragePolicyStd             0.860235
2021-04-08 10:50:10.090843 CEST | Iteration                   40
2021-04-08 10:50:10.090998 CEST | AverageDiscountedReturn    601.769
2021-04-08 10:50:10.091196 CEST | AverageReturn              921.817
2021-04-08 10:50:10.091371 CEST | ExplainedVariance            0.930271
2021-04-08 10:50:10.091541 CEST | NumTrajs                     5
2021-04-08 10:50:10.091704 CEST | Entropy                      1.26744
2021-04-08 10:50:10.091889 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.092040 CEST | StdReturn                  104.006
2021-04-08 10:50:10.092193 CEST | MaxReturn                  999.856
2021-04-08 10:50:10.092360 CEST | MinReturn                  739.807
2021-04-08 10:50:10.092517 CEST | Iteration                   40
2021-04-08 10:50:10.092685 CEST | AverageDiscountedReturn    592.923
2021-04-08 10:50:10.092841 CEST | AverageReturn              901.834
2021-04-08 10:50:10.093000 CEST | ExplainedVariance            0.890028
2021-04-08 10:50:10.093146 CEST | NumTrajs                     5
2021-04-08 10:50:10.093305 CEST | Entropy                      1.26744
2021-04-08 10:50:10.093466 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.093628 CEST | StdReturn                  121.111
2021-04-08 10:50:10.093781 CEST | MaxReturn                  999.889
2021-04-08 10:50:10.093967 CEST | MinReturn                  729.755
2021-04-08 10:50:10.094124 CEST | Iteration                   40
2021-04-08 10:50:10.094281 CEST | AverageDiscountedReturn    567.496
2021-04-08 10:50:10.094437 CEST | AverageReturn              851.811
2021-04-08 10:50:10.094592 CEST | ExplainedVariance            0.857196
2021-04-08 10:50:10.094757 CEST | NumTrajs                     5
2021-04-08 10:50:10.094907 CEST | Entropy                      1.26744
2021-04-08 10:50:10.095069 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.095247 CEST | StdReturn                  185.191
2021-04-08 10:50:10.095412 CEST | MaxReturn                  999.842
2021-04-08 10:50:10.095573 CEST | MinReturn                  569.816
2021-04-08 10:50:10.095744 CEST | Iteration                   40
2021-04-08 10:50:10.095889 CEST | AverageDiscountedReturn    569.45
2021-04-08 10:50:10.096051 CEST | AverageReturn              847.771
2021-04-08 10:50:10.096217 CEST | ExplainedVariance            0.401876
2021-04-08 10:50:10.096363 CEST | NumTrajs                     5
2021-04-08 10:50:10.096526 CEST | Entropy                      1.26744
2021-04-08 10:50:10.096677 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.096837 CEST | StdReturn                  134.985
2021-04-08 10:50:10.097000 CEST | MaxReturn                  999.877
2021-04-08 10:50:10.097154 CEST | MinReturn                  649.764
2021-04-08 10:50:10.097305 CEST | Iteration                   40
2021-04-08 10:50:10.097457 CEST | AverageDiscountedReturn    567.615
2021-04-08 10:50:10.097613 CEST | AverageReturn              843.787
2021-04-08 10:50:10.097779 CEST | ExplainedVariance            0.876631
2021-04-08 10:50:10.097935 CEST | NumTrajs                     5
2021-04-08 10:50:10.098097 CEST | Entropy                      1.26744
2021-04-08 10:50:10.098256 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.098413 CEST | StdReturn                  136.942
2021-04-08 10:50:10.098568 CEST | MaxReturn                  999.832
2021-04-08 10:50:10.098767 CEST | MinReturn                  649.718
2021-04-08 10:50:10.098934 CEST | Iteration                   40
2021-04-08 10:50:10.099102 CEST | AverageDiscountedReturn    612.198
2021-04-08 10:50:10.099267 CEST | AverageReturn              947.812
2021-04-08 10:50:10.099426 CEST | ExplainedVariance            0.924039
2021-04-08 10:50:10.099599 CEST | NumTrajs                     5
2021-04-08 10:50:10.099761 CEST | Entropy                      1.26744
2021-04-08 10:50:10.099909 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.100078 CEST | StdReturn                   99.1001
2021-04-08 10:50:10.100236 CEST | MaxReturn                  999.861
2021-04-08 10:50:10.100404 CEST | MinReturn                  749.764
2021-04-08 10:50:10.100559 CEST | Iteration                   40
2021-04-08 10:50:10.100720 CEST | AverageDiscountedReturn    507.088
2021-04-08 10:50:10.100881 CEST | AverageReturn              799.86
2021-04-08 10:50:10.101045 CEST | ExplainedVariance            0.93987
2021-04-08 10:50:10.101196 CEST | NumTrajs                     5
2021-04-08 10:50:10.101382 CEST | Entropy                      1.26744
2021-04-08 10:50:10.101536 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.101703 CEST | StdReturn                  399.93
2021-04-08 10:50:10.101872 CEST | MaxReturn                  999.883
2021-04-08 10:50:10.102035 CEST | MinReturn                    0
2021-04-08 10:50:10.102203 CEST | Iteration                   40
2021-04-08 10:50:10.102363 CEST | AverageDiscountedReturn    508.355
2021-04-08 10:50:10.102523 CEST | AverageReturn              799.868
2021-04-08 10:50:10.102676 CEST | ExplainedVariance            0.941978
2021-04-08 10:50:10.102834 CEST | NumTrajs                     5
2021-04-08 10:50:10.102997 CEST | Entropy                      1.26744
2021-04-08 10:50:10.103375 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.103683 CEST | StdReturn                  394.963
2021-04-08 10:50:10.103966 CEST | MaxReturn                  999.876
2021-04-08 10:50:10.104242 CEST | MinReturn                    9.9812
2021-04-08 10:50:10.104515 CEST | Iteration                   40
2021-04-08 10:50:10.104786 CEST | AverageDiscountedReturn    603.104
2021-04-08 10:50:10.105052 CEST | AverageReturn              921.839
2021-04-08 10:50:10.105317 CEST | ExplainedVariance            0.905708
2021-04-08 10:50:10.105584 CEST | NumTrajs                     5
2021-04-08 10:50:10.105852 CEST | Entropy                      1.26744
2021-04-08 10:50:10.106180 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.106495 CEST | StdReturn                   67.6645
2021-04-08 10:50:10.106860 CEST | MaxReturn                  999.886
2021-04-08 10:50:10.107224 CEST | MinReturn                  829.844
2021-04-08 10:50:10.107545 CEST | Iteration                   40
2021-04-08 10:50:10.107835 CEST | AverageDiscountedReturn    633.875
2021-04-08 10:50:10.108127 CEST | AverageReturn              999.849
2021-04-08 10:50:10.108426 CEST | ExplainedVariance            0.994308
2021-04-08 10:50:10.108827 CEST | NumTrajs                     4
2021-04-08 10:50:10.109126 CEST | Entropy                      1.26744
2021-04-08 10:50:10.109419 CEST | Perplexity                   3.55174
2021-04-08 10:50:10.109706 CEST | StdReturn                    0.0342086
2021-04-08 10:50:10.110006 CEST | MaxReturn                  999.88
2021-04-08 10:50:10.110309 CEST | MinReturn                  999.793
2021-04-08 10:50:10.110611 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.110908 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.111227 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.111527 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.111823 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.112115 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.112408 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.112697 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.112981 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.113256 CEST | AveragePolicyStd             0.859417
2021-04-08 10:50:10.113502 CEST | TransfBits               40384
2021-04-08 10:50:10.113755 CEST | -----------------------  -------------
2021-04-08 10:50:11.755214 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.755854 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.756942 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.757446 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.758423 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.758876 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.759877 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.760386 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.761387 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.761973 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.762984 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.763596 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.764659 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.765258 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.766245 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.766712 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.767632 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.768081 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:11.769064 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitting baseline...
2021-04-08 10:50:11.769528 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #41 | fitted
2021-04-08 10:50:13.297927 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.298552 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.299594 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.300082 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.300997 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.301439 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.302340 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.302767 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.303747 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.304214 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.304999 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.305396 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.306162 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.306544 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.307360 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.307756 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.308620 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.309032 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:13.309804 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitting baseline...
2021-04-08 10:50:13.310252 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #42 | fitted
2021-04-08 10:50:14.778165 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.778835 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.830692 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.832164 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.834714 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.835995 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.838421 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.839802 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.841513 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.842207 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.843352 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.843840 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.844776 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.845232 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.846207 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.846660 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.847633 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.848101 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:14.849013 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitting baseline...
2021-04-08 10:50:14.849474 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #43 | fitted
2021-04-08 10:50:16.253047 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
2021-04-08 10:50:16.253632 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitted
2021-04-08 10:50:16.254610 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
2021-04-08 10:50:16.255118 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitted
2021-04-08 10:50:16.255903 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
2021-04-08 10:50:16.256286 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitted
2021-04-08 10:50:16.257032 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
2021-04-08 10:50:16.257395 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitted
2021-04-08 10:50:16.258139 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
2021-04-08 10:50:16.258514 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitted
2021-04-08 10:50:16.259286 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #44 | fitting baseline...
